id,nr,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,bass,meter,cord
000907b_,65,0,0,0,0,1,0,0,0,1,0,0,1,G#,5,E_M
000907b_,66,0,0,0,1,1,0,0,0,1,0,0,1,E,2,E_M
000907b_,67,0,1,0,0,0,0,1,0,0,0,1,0,F#,3,F#M
000907b_,68,0,1,0,0,1,0,1,0,0,0,1,0,F#,2,F#M
000907b_,69,0,0,0,1,0,0,1,0,0,0,0,1,B,4,B_M
000907b_,70,0,0,0,0,1,0,0,0,1,0,0,1,E,3,E_M
000907b_,71,0,0,0,0,1,0,1,0,0,1,0,1,F#,2,E_M
000907b_,72,0,0,0,0,1,0,0,0,1,0,0,1,G#,5,E_M
000907b_,73,0,1,0,0,1,0,0,0,0,1,0,0,A,2,A_M
000907b_,74,0,0,1,0,0,0,0,0,1,0,0,1,B,3,B_m
000907b_,75,0,0,1,0,0,0,1,0,0,0,0,1,B,2,B_m
000907b_,76,0,1,0,0,0,1,0,0,0,0,0,1,B,4,C#M7
000907b_,77,0,1,0,1,0,0,1,0,0,1,0,0,A,2,C#M7
000907b_,78,0,0,0,0,0,1,0,0,1,0,0,0,G#,3,C#M
000907b_,79,0,1,0,0,0,0,1,0,0,1,0,0,F#,2,C#M
000907b_,80,0,1,0,0,0,1,0,0,1,0,0,1,F,5,C#M7
000907b_,81,0,1,0,0,0,1,0,0,1,0,0,1,F,2,C#M7
000907b_,82,0,1,0,0,0,0,1,0,1,1,0,0,F#,3,F#m
000907b_,83,0,1,0,0,0,0,1,0,0,1,0,0,F#,2,F#m
000907b_,84,0,1,0,0,0,0,1,0,1,0,0,0,C#,4,C#M
000907b_,85,0,1,0,0,0,1,0,0,1,0,0,0,C#,2,C#M
000907b_,86,0,1,0,0,0,1,0,0,1,0,0,0,C#,3,C#M
000907b_,87,0,1,0,0,0,1,0,0,1,0,0,1,B,2,C#M
000907b_,88,0,1,0,0,0,0,1,0,0,1,0,0,A,5,F#m
000907b_,89,0,0,0,0,1,0,0,0,1,0,0,1,G#,2,F#m
000907b_,90,0,0,0,1,0,0,1,0,0,1,0,0,F#,3,D#d
000907b_,91,0,1,0,0,0,0,1,0,0,1,0,0,F#,2,D#d
000907b_,92,0,0,0,0,1,0,0,0,1,0,0,1,G#,4,E_M
000907b_,93,0,1,0,0,1,0,0,0,1,1,0,0,A,2,E_M
000907b_,94,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000907b_,95,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M
000907b_,96,0,1,0,0,1,0,0,1,0,0,0,1,B,5,A#d7
000907b_,97,0,1,0,0,1,0,0,1,0,0,1,0,A#,2,A#d7
000907b_,98,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
000907b_,99,0,0,0,1,0,0,0,0,0,1,0,1,B,2,B_M
000907b_,100,0,0,0,0,1,0,0,0,1,0,0,1,G#,4,E_M
001007b_,1,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
001007b_,2,1,0,0,0,0,1,0,0,0,1,0,0,A,4,F_M
001007b_,3,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001007b_,4,1,0,1,0,0,0,1,0,0,1,0,0,A,3,D_M7
001007b_,5,0,0,1,0,0,0,0,1,0,0,1,0,G,4,G_m
001007b_,6,0,0,1,0,0,0,1,0,0,1,0,0,F#,3,D_M
001007b_,7,0,0,0,1,0,0,0,1,0,0,1,0,G,5,EbM
001007b_,8,1,0,0,1,0,1,0,0,0,1,0,0,A,3,F_M7
001007b_,9,1,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001007b_,10,0,0,1,0,0,0,0,1,0,0,1,0,G,3,G_m
001007b_,11,1,0,0,1,0,0,0,1,0,0,1,0,Eb,5,C_m7
001007b_,12,1,0,0,0,0,0,0,1,0,0,1,0,C,3,C_m7
001007b_,13,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001007b_,14,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001007b_,15,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001007b_,16,0,0,0,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001007b_,17,1,0,0,0,0,1,0,0,0,1,0,0,F,5,F_M
001007b_,18,1,0,0,0,0,1,0,0,0,1,0,0,A,3,F_M
001007b_,19,1,0,0,1,0,0,0,1,0,0,0,0,C,4,C_m
001007b_,20,1,0,0,1,0,0,0,1,0,0,0,0,Eb,3,C_m
001007b_,21,0,0,1,0,0,0,0,1,0,0,1,0,D,5,G_m
001007b_,22,1,0,1,0,0,0,0,1,0,0,1,0,C,3,G_m
001007b_,23,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001007b_,24,1,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
001007b_,25,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
001007b_,26,0,0,1,0,0,0,0,1,0,0,1,0,G,5,G_m
001007b_,27,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001007b_,28,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001007b_,29,1,0,1,0,0,1,0,0,0,0,0,0,C,3,BbM
001007b_,30,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001007b_,31,0,0,1,0,0,0,1,0,0,1,0,0,A,3,D_M
001007b_,32,0,0,1,1,0,0,0,1,0,0,0,0,D,5,EbM7
001007b_,33,1,0,0,1,0,0,0,0,0,1,0,0,C,3,A_d
001007b_,34,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001007b_,35,0,0,1,0,0,1,0,0,0,0,1,0,D,3,BbM
001007b_,36,1,0,0,1,0,0,0,1,0,0,1,0,Eb,5,C_m7
001007b_,37,1,0,0,0,0,0,0,1,0,0,1,0,C,3,C_m7
001007b_,38,1,0,0,0,0,1,0,0,0,0,1,0,F,4,F_M
001007b_,39,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
001007b_,40,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001007b_,41,0,0,1,0,0,0,0,0,0,0,1,0,Bb,5,BbM
001007b_,42,1,0,1,0,0,0,0,0,0,0,0,0,C,3,BbM
001007b_,43,0,0,1,0,0,1,0,0,0,0,0,0,E,4,BbM
001007b_,44,0,0,0,1,0,1,0,1,0,0,0,0,Eb,3,BbM
001007b_,45,1,0,0,0,0,1,0,0,0,1,0,0,F,5,F_M
001007b_,46,1,0,0,0,0,1,0,1,0,0,1,0,F,3,F_M
001007b_,47,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001007b_,48,1,0,0,0,0,0,0,1,0,0,1,0,G,3,F_M
001007b_,49,1,0,0,0,0,0,0,0,0,1,0,0,A,5,F_M
001007b_,50,1,0,1,0,0,0,0,0,0,0,1,0,Bb,3,F_M
001007b_,51,1,0,0,0,1,0,0,1,0,0,0,0,C,4,C_M
001007b_,52,1,0,0,0,0,0,1,0,0,1,0,0,C,3,C_M
001007b_,53,0,0,1,0,0,0,0,1,0,0,1,0,Bb,5,G_m
001007b_,54,1,0,1,0,0,0,0,1,0,0,1,0,C,3,G_m
001007b_,55,0,0,1,0,0,1,0,0,0,1,0,0,D,4,D_m
001007b_,56,1,0,0,1,0,0,0,0,0,1,0,0,Eb,3,A_d
001007b_,57,0,0,1,0,0,1,0,1,0,0,0,1,F,5,G_M
001007b_,58,0,0,1,0,0,1,0,1,0,0,0,1,F,3,G_M
001007b_,59,1,0,0,1,0,0,0,1,0,0,0,0,Eb,4,C_m
001007b_,60,0,0,1,0,0,1,0,1,0,0,0,0,D,3,G_M7
001007b_,61,1,0,1,1,0,0,0,1,0,0,0,0,C,5,C_m
001007b_,62,0,0,1,1,0,0,0,1,0,0,0,0,D,3,C_m
001007b_,63,1,0,0,1,0,0,0,1,0,0,0,0,Eb,4,C_m
001007b_,64,1,0,0,1,0,1,0,1,0,0,0,0,F,3,C_m
001007b_,65,1,0,0,1,0,0,0,1,0,0,0,0,G,5,C_m
001007b_,66,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
001007b_,67,1,0,0,0,0,0,0,1,0,1,0,0,G,3,G_M
001007b_,68,0,0,1,0,0,0,0,1,0,0,0,1,G,5,G_M
001106b_,1,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
001106b_,2,0,1,1,0,0,0,1,0,0,1,0,0,C#,2,D_M
001106b_,3,0,0,1,0,0,0,1,0,0,0,0,1,B,3,B_m
001106b_,4,0,0,1,0,0,0,0,0,0,0,0,1,B,2,B_m
001106b_,5,0,0,1,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,6,0,1,0,0,1,0,0,0,0,1,0,0,A,2,A_M
001106b_,7,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001106b_,8,0,0,1,0,0,0,1,0,0,0,0,0,D,2,D_M
001106b_,9,0,0,1,0,0,0,1,0,0,0,0,1,D,3,D_M
001106b_,10,0,0,1,0,1,0,0,0,1,0,0,1,E,2,E_M7
001106b_,11,0,1,0,0,0,0,1,0,0,1,0,0,F#,3,F#m
001106b_,12,0,0,0,0,0,0,1,0,0,1,0,0,F#,2,F#m
001106b_,13,0,0,1,0,0,0,1,0,0,1,0,1,D,5,B_m7
001106b_,14,0,0,0,0,0,0,1,0,0,1,0,1,B,2,B_m7
001106b_,15,0,0,0,0,1,0,0,0,0,1,0,1,E,3,E_M4
001106b_,16,0,1,0,0,1,0,0,0,0,1,0,0,E,2,E_M
001106b_,17,0,0,1,0,1,0,0,0,1,0,0,0,E,3,E_M7
001106b_,18,0,1,0,0,1,0,0,0,0,1,0,0,A,4,A_M
001106b_,19,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
001106b_,20,0,1,1,0,0,0,1,0,0,1,0,0,D,2,D_M
001106b_,21,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
001106b_,22,0,1,0,0,1,0,0,1,0,0,0,0,E,2,E_m
001106b_,23,0,0,1,0,0,0,1,1,0,0,0,0,F#,3,D_M4
001106b_,24,0,0,1,0,0,0,1,1,0,1,0,0,F#,2,D_M4
001106b_,25,0,0,1,0,0,0,1,1,0,0,0,0,F#,3,D_M
001106b_,26,0,0,1,0,0,0,1,1,0,1,0,0,G,2,D_M
001106b_,27,0,0,1,0,1,0,0,0,0,1,0,0,A,4,A_M4
001106b_,28,0,1,0,0,1,0,0,1,0,1,0,0,G,2,A_M7
001106b_,29,0,0,0,0,1,0,0,1,0,1,0,1,G,1,A_M7
001106b_,30,0,1,0,0,1,0,1,0,0,1,0,0,F#,3,F#m7
001106b_,31,0,1,0,0,1,0,1,1,0,0,0,0,F#,2,F#m7
001106b_,32,0,0,1,0,0,0,1,0,0,0,0,1,B,3,B_m
001106b_,33,0,0,1,0,0,0,1,0,0,1,0,0,A,2,B_m
001106b_,34,0,0,1,0,1,0,0,1,0,0,0,1,G,5,E_m7
001106b_,35,0,0,1,0,1,0,0,0,0,0,0,1,E,2,E_m7
001106b_,36,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,37,0,0,0,0,1,0,0,0,0,1,0,1,A,2,A_M
001106b_,38,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,39,0,1,0,0,1,0,0,1,0,1,0,0,A,2,A_M
001106b_,40,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001106b_,41,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
001106b_,42,0,1,1,0,0,0,1,0,0,1,0,0,C#,2,D_M
001106b_,43,0,0,1,0,0,0,1,0,0,0,0,1,B,3,B_m
001106b_,44,0,0,1,0,0,0,0,0,0,0,0,1,B,2,B_m
001106b_,45,0,0,1,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,46,0,1,0,0,1,0,0,0,0,1,0,0,A,2,A_M
001106b_,47,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001106b_,48,0,0,1,0,0,0,1,0,0,0,0,0,D,2,D_M
001106b_,49,0,0,1,0,0,0,1,0,0,0,0,1,D,3,B_m
001106b_,50,0,0,1,0,1,0,0,0,1,0,0,1,E,2,E_M7
001106b_,51,0,1,0,0,0,0,1,0,0,1,0,0,F#,3,F#m
001106b_,52,0,0,0,0,0,0,1,0,0,1,0,0,F#,2,F#m
001106b_,53,0,0,1,0,0,0,1,0,0,1,0,1,D,5,B_m7
001106b_,54,0,0,0,0,0,0,1,0,0,1,0,1,B,2,B_m7
001106b_,55,0,0,0,0,1,0,0,0,0,1,0,1,E,3,E_M4
001106b_,56,0,1,0,0,1,0,0,0,0,1,0,0,E,2,E_M4
001106b_,57,0,0,1,0,1,0,0,0,1,0,0,0,E,3,E_M
001106b_,58,0,1,0,0,1,0,0,0,0,1,0,0,A,4,A_M
001106b_,59,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
001106b_,60,0,1,1,0,0,0,1,0,0,1,0,0,D,2,D_M
001106b_,61,0,0,0,0,1,0,0,1,0,0,0,1,E,5,E_m
001106b_,62,0,1,0,0,1,0,0,1,0,0,0,0,E,2,E_m
001106b_,63,0,0,1,0,0,0,1,1,0,0,0,0,F#,3,D_M4
001106b_,64,0,0,1,0,0,0,1,1,0,1,0,0,F#,2,D_M4
001106b_,65,0,0,1,0,0,0,1,1,0,0,0,0,F#,3,D_M
001106b_,66,0,0,1,0,0,0,1,1,0,1,0,0,G,2,D_M
001106b_,67,0,0,1,0,1,0,0,0,0,1,0,0,A,4,A_M4
001106b_,68,0,1,0,0,1,0,0,1,0,1,0,0,B,2,A_M7
001106b_,69,0,0,0,0,1,0,0,1,0,1,0,1,B,1,A_M7
001106b_,70,0,1,0,0,1,0,1,0,0,1,0,0,F#,3,F#m7
001106b_,71,0,1,0,0,1,0,1,1,0,0,0,0,F#,2,F#m7
001106b_,72,0,0,1,0,0,0,1,0,0,0,0,1,B,3,B_m
001106b_,73,0,0,1,0,0,0,1,0,0,1,0,0,A,2,B_m
001106b_,74,0,0,1,0,1,0,0,1,0,0,0,1,G,5,E_m7
001106b_,75,0,0,1,0,1,0,0,0,0,0,0,1,E,2,E_m7
001106b_,76,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,77,0,0,0,0,1,0,0,0,0,1,0,1,A,2,A_M
001106b_,78,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,79,0,1,0,0,1,0,0,1,0,1,0,0,A,2,A_M
001106b_,80,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001106b_,81,0,1,0,0,1,0,0,0,0,1,0,0,A,5,A_M
001106b_,82,0,0,0,0,1,0,0,0,1,1,0,1,A,2,A_M
001106b_,83,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,84,0,1,0,0,1,0,0,1,0,1,0,0,G,2,A_M
001106b_,85,0,1,0,0,0,0,1,0,0,1,0,0,F#,3,F#m
001106b_,86,0,0,0,1,0,0,1,0,0,1,0,0,F#,2,F#m
001106b_,87,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
001106b_,88,0,0,0,0,1,0,0,1,0,1,0,0,E,2,E_m
001106b_,89,0,0,0,0,1,0,0,1,0,0,0,1,E,3,G_M
001106b_,90,0,0,1,0,0,0,0,1,0,0,0,1,D,2,G_M
001106b_,91,1,0,0,0,1,0,0,1,0,0,0,0,C,3,C_M
001106b_,92,0,0,0,0,1,0,0,1,0,0,0,1,B,2,C_M
001106b_,93,1,0,0,0,1,0,1,0,0,1,0,0,A,5,A_m
001106b_,94,1,0,0,0,1,0,1,0,0,0,0,0,F#,2,F#m
001106b_,95,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
001106b_,96,0,1,0,0,1,0,0,0,0,0,0,1,B,2,B_M
001106b_,97,0,0,0,1,0,0,1,0,0,0,0,1,B,3,B_M
001106b_,98,0,0,0,1,0,0,1,0,0,1,0,1,B,2,B_M
001106b_,99,0,0,0,0,1,0,0,1,0,0,0,1,E,4,E_m
001106b_,100,0,0,0,1,0,0,1,0,0,0,0,1,B,5,B_M
001106b_,101,0,1,0,1,0,0,1,0,0,0,0,1,C#,2,B_M
001106b_,102,0,0,0,1,0,0,1,0,0,0,0,1,D#,3,B_M
001106b_,103,0,0,0,1,0,0,1,1,0,0,0,1,D#,2,B_M
001106b_,104,0,0,0,1,0,0,1,0,0,1,0,1,B,3,B_M
001106b_,105,0,0,0,1,0,0,1,0,0,0,0,1,B,2,B_M
001106b_,106,0,0,0,0,1,0,0,1,0,0,0,0,E,4,E_m
001106b_,107,0,0,0,0,1,0,1,1,0,0,0,0,E,2,E_m
001106b_,108,0,0,0,0,1,0,0,1,0,0,0,1,E,3,E_m
001106b_,109,0,0,0,0,1,0,1,0,0,1,0,1,F#,2,E_m
001106b_,110,0,0,0,0,1,0,0,1,0,0,0,1,G,3,E_m
001106b_,111,0,0,1,0,0,0,1,0,0,0,0,1,F#,2,E_m
001106b_,112,0,1,0,0,1,0,0,1,0,0,0,1,E,5,C#m7
001106b_,113,0,1,1,0,0,0,1,0,0,0,0,1,D,2,C#m7
001106b_,114,0,1,0,0,1,0,0,0,0,0,0,1,C#,3,C#m7
001106b_,115,0,1,1,0,0,0,0,0,0,0,0,1,C#,2,C#m7
001106b_,116,0,1,0,0,1,0,1,0,0,0,1,0,F#,3,F#M7
001106b_,117,0,0,1,0,0,0,0,0,0,0,0,1,F#,4,B_m
001106b_,118,0,1,0,0,0,0,1,0,0,0,1,0,B,3,F#M
001106b_,119,0,0,1,0,0,0,1,0,0,0,0,1,F#,5,B_m
001106b_,120,0,0,1,0,1,0,0,0,0,0,0,1,B,2,B_m
001106b_,121,0,0,1,0,0,0,1,0,0,0,0,1,B,3,B_m
001106b_,122,0,0,1,0,0,0,1,0,0,1,0,0,A,2,B_m
001106b_,123,0,0,1,0,0,0,1,1,0,0,0,1,G,3,B_m
001106b_,124,0,0,1,0,0,0,1,0,0,1,0,0,F#,2,B_m
001106b_,125,0,1,0,0,1,0,0,1,0,0,0,0,E,4,C#m
001106b_,126,0,0,1,0,0,0,1,1,0,0,0,0,D,2,C#m
001106b_,127,0,1,0,0,1,0,0,1,0,0,0,0,C#,3,C#d
001106b_,128,0,1,0,0,1,0,0,1,0,1,0,0,C#,2,A_M7
001106b_,129,0,0,1,0,0,0,1,0,0,1,0,0,D,3,D_M
001106b_,130,0,0,1,0,0,0,1,0,1,0,0,0,D,2,D_M
001106b_,131,0,0,1,0,1,0,0,0,0,1,0,0,A,5,A_M4
001106b_,132,0,0,0,0,1,0,0,0,0,1,0,1,A,2,A_M4
001106b_,133,0,1,0,0,1,0,0,0,0,1,0,0,A,3,A_M
001106b_,134,0,0,1,0,0,0,1,0,0,1,0,0,F#,3,D_M
001106b_,135,0,0,1,0,0,0,0,1,0,0,0,1,G,4,G_M
001106b_,136,0,0,1,0,0,0,0,1,0,1,0,1,G,2,G_M
001106b_,137,0,0,0,0,0,0,0,1,0,0,0,1,G,3,G_M
001106b_,138,0,1,0,0,0,0,1,0,0,1,0,0,A,2,G_M
001106b_,139,0,0,1,0,0,0,1,1,0,0,0,1,B,3,A_M7
001106b_,140,0,1,0,0,1,0,0,1,0,1,0,0,C#,2,A_M7
001106b_,141,0,0,1,0,0,0,1,0,0,1,0,0,D,5,D_M
001106b_,142,0,0,1,0,1,0,0,1,0,0,0,1,G,2,D_M
001106b_,143,0,0,1,0,1,0,0,0,0,1,0,0,A,3,A_M4
001106b_,144,0,0,0,0,1,0,0,0,0,1,0,1,A,2,A_M4
001106b_,145,0,1,0,0,1,0,0,1,0,1,0,0,A,3,A_M7
001106b_,146,0,1,1,0,0,0,0,1,0,1,0,0,A,2,A_M7
001106b_,147,0,0,1,0,0,0,1,0,0,1,0,0,D,4,D_M
001207b_,1,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
001207b_,2,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001207b_,3,1,0,0,0,0,1,0,0,0,1,0,0,A,3,F_M
001207b_,4,1,0,0,1,0,1,0,0,0,1,0,0,A,2,F_M
001207b_,5,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,6,0,0,0,1,0,0,0,1,0,0,1,0,G,3,EbM
001207b_,7,1,0,0,1,0,0,0,1,0,0,1,0,G,2,EbM
001207b_,8,0,0,1,0,0,1,0,0,0,0,1,0,D,5,BbM
001207b_,9,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
001207b_,10,1,0,0,1,0,1,0,0,0,1,0,0,F,2,F_M
001207b_,11,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,12,0,0,0,1,0,0,0,1,0,0,1,0,Eb,3,EbM
001207b_,13,0,0,1,1,0,0,0,1,0,0,1,0,Eb,2,EbM
001207b_,14,1,0,0,0,0,1,0,0,0,1,0,0,F,5,F_M
001207b_,15,0,0,0,1,0,0,0,1,0,0,1,0,G,3,EbM
001207b_,16,1,0,0,1,0,0,0,1,0,1,1,0,A,2,EbM
001207b_,17,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,18,0,0,1,0,0,1,0,0,0,1,1,0,Bb,2,BbM
001207b_,19,0,0,0,1,0,0,0,1,0,0,1,0,Eb,3,EbM
001207b_,20,1,0,0,1,0,0,0,1,0,0,1,0,Eb,2,EbM
001207b_,21,1,0,0,0,0,1,0,0,0,0,1,0,F,5,F_M
001207b_,22,1,0,0,1,0,1,0,0,0,1,0,0,F,3,F_M7
001207b_,23,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,24,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
001207b_,25,0,0,1,0,0,1,0,0,0,0,1,0,Bb,5,BbM
001207b_,26,1,0,0,0,0,1,0,0,0,1,0,0,A,3,F_M
001207b_,27,1,0,0,1,0,1,0,0,0,1,0,0,A,2,F_M
001207b_,28,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,29,0,0,0,1,0,0,0,1,0,0,1,0,G,3,EbM
001207b_,30,1,0,0,1,0,0,0,1,0,0,1,0,G,2,EbM
001207b_,31,0,0,1,0,0,1,0,0,0,0,1,0,D,5,BbM
001207b_,32,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
001207b_,33,1,0,0,1,0,1,0,0,0,1,0,0,F,2,F_M
001207b_,34,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,35,0,0,0,1,0,0,0,1,0,0,1,0,Eb,3,EbM
001207b_,36,0,0,1,1,0,0,0,1,0,0,1,0,Eb,2,EbM
001207b_,37,1,0,0,0,0,1,0,0,0,1,0,0,F,5,F_M
001207b_,38,0,0,0,1,0,0,0,1,0,0,1,0,G,3,EbM
001207b_,39,1,0,0,1,0,0,0,1,0,1,1,0,A,2,EbM
001207b_,40,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,41,0,0,1,0,0,1,0,0,0,1,1,0,Bb,2,BbM
001207b_,42,0,0,0,1,0,0,0,1,0,0,1,0,Eb,3,EbM
001207b_,43,1,0,0,1,0,0,0,1,0,0,1,0,Eb,2,EbM
001207b_,44,1,0,0,0,0,1,0,0,0,0,1,0,F,5,F_M
001207b_,45,1,0,0,1,0,1,0,0,0,1,0,0,F,3,F_M
001207b_,46,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001207b_,47,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
001207b_,48,0,0,1,0,0,1,0,0,1,0,1,0,Bb,2,BbM
001207b_,49,0,0,0,1,0,0,0,1,0,0,1,0,Eb,5,EbM
001207b_,50,0,0,1,1,0,0,0,1,0,0,1,0,Eb,2,EbM
001207b_,51,1,0,0,0,1,0,0,1,0,0,0,0,E,3,C_M
001207b_,52,1,0,0,0,1,0,0,1,0,0,1,0,E,2,C_M
001207b_,53,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001207b_,54,1,0,0,0,0,1,0,0,0,1,1,0,F,2,F_M
001207b_,55,1,0,0,1,0,1,0,0,0,1,0,0,Eb,3,F_M7
001207b_,56,1,0,0,1,0,1,0,1,0,1,0,0,Eb,2,F_M7
001207b_,57,0,0,1,0,0,1,0,0,0,0,1,0,D,5,BbM
001207b_,58,0,0,1,1,0,1,0,0,0,0,1,0,D,2,BbM
001207b_,59,0,0,1,0,0,1,0,0,0,0,1,0,D,3,BbM
001207b_,60,0,0,1,0,0,1,0,0,1,0,0,0,D,2,BbM
001207b_,61,0,0,0,1,0,0,0,1,0,0,1,0,Eb,4,EbM
001207b_,62,0,0,0,1,0,0,0,1,0,1,1,0,Eb,2,EbM
001207b_,63,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
001207b_,64,0,0,1,0,0,1,0,0,0,0,1,0,Bb,2,BbM
001207b_,65,1,0,0,0,1,0,0,1,0,0,0,0,C,5,C_M
001207b_,66,0,0,1,0,0,1,0,0,0,0,1,0,D,3,BbM
001207b_,67,0,0,1,0,1,1,0,1,0,0,1,0,E,2,BbM
001207b_,68,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001207b_,69,1,0,0,0,0,1,0,0,0,1,0,0,F,2,F_M
001207b_,70,0,0,1,0,0,0,0,1,0,0,1,0,Bb,3,G_m
001207b_,71,0,0,1,0,0,1,0,1,0,0,1,0,Bb,2,G_m
001207b_,72,1,0,0,0,0,1,0,1,0,0,0,0,C,5,C_M4
001207b_,73,1,0,1,0,0,1,0,1,0,0,0,0,C,2,C_M4
001207b_,74,1,0,0,0,1,0,0,1,0,0,0,0,C,3,C_M7
001207b_,75,1,0,0,0,1,0,0,1,0,0,1,0,C,2,C_M7
001207b_,76,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001207b_,77,0,0,1,0,0,1,0,0,0,0,1,0,D,3,BbM
001207b_,78,0,0,0,1,0,0,0,1,0,0,1,0,G,5,EbM
001207b_,79,1,0,0,1,0,0,0,1,0,1,0,0,A,2,EbM
001207b_,80,0,0,1,0,0,1,0,0,0,0,1,0,Bb,3,BbM
001207b_,81,0,0,1,1,0,0,0,1,0,0,1,0,Bb,2,BbM
001207b_,82,1,0,0,0,0,1,0,0,0,1,0,0,F,4,F_M
001207b_,83,1,0,0,1,0,1,0,1,0,1,0,0,Eb,2,F_M
001207b_,84,0,0,1,0,0,1,0,0,0,0,1,0,D,3,BbM
001207b_,85,0,0,1,0,0,1,0,0,0,0,1,0,Bb,2,BbM
001207b_,86,1,0,0,0,0,1,0,0,0,0,1,0,F,5,F_M4
001207b_,87,1,0,0,0,0,1,0,1,0,0,1,0,F,2,F_M4
001207b_,88,1,0,0,0,0,1,0,0,0,1,1,0,F,1,F_M4
001207b_,89,1,0,0,0,0,1,0,0,0,1,0,0,F,3,F_M
001207b_,90,1,0,0,0,0,1,0,0,0,1,1,0,F,1,F_M
001207b_,91,0,0,1,0,0,1,0,0,0,0,1,0,B,4,BbM
001306b_,1,0,0,1,0,0,0,0,0,0,0,1,0,Bb,3,BbM
001306b_,2,0,0,0,1,0,0,0,1,0,0,1,0,Eb,5,EbM
001306b_,3,0,0,1,1,0,0,0,1,0,0,1,0,D,2,EbM
001306b_,4,1,0,0,1,0,0,0,0,0,1,0,0,C,3,A_d
001306b_,5,0,0,1,0,0,1,0,0,0,0,1,0,Bb,4,BbM
001306b_,6,0,0,0,1,0,1,0,0,0,0,1,0,Bb,2,BbM
001306b_,7,1,0,0,0,0,1,0,0,0,1,0,0,A,3,F_M
001306b_,8,0,0,0,1,0,0,0,1,0,0,1,0,G,5,EbM
001306b_,9,1,0,0,1,0,1,0,0,0,1,0,0,A,3,F_M7
